,MSZoning,Neighborhood,Condition1,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,CentralAir,GrLivArea,KitchenQual,Functional,Fireplaces,GarageCars,GarageArea,SaleType,SaleCondition,GarageFinish,LotArea,MasVnrType,LotFrontage,WoodDeckSF,BsmtUnfSF,FullBath,GarageType,SalePrice
0,0.6666666666666666,0.631578947368421,0.8,0.6666666666666665,0.5,0.3641801657851891,0.3648129401469896,0.6666666666666666,0.6666666666666666,0.0,0.8530568159330182,0.4274252249258139,1.0,0.5784563009673884,0.6666666666666666,1.0,0.0,0.5,0.8715517765588158,0.6666666666666666,0.75,0.5,0.4344347039100444,0.6666666666666666,0.4611121176176809,0.0,0.4017031967699683,0.6666666666666666,0.75,208500
1,0.6666666666666666,0.4210526315789473,0.2,0.5555555555555556,0.875,0.704420597365706,0.8163572587705199,0.3333333333333333,0.6666666666666666,1.0,0.895378036614661,0.5956880752076295,1.0,0.4401346453349171,0.3333333333333333,1.0,0.3333333333333333,0.5,0.8474144800183072,0.6666666666666666,0.75,0.5,0.5001473875091405,0.3333333333333333,0.615779262918851,0.8633650420820813,0.540438525101732,0.6666666666666666,0.75,181500
2,0.6666666666666666,0.631578947368421,0.8,0.6666666666666665,0.5,0.4226523584194235,0.4036981731641996,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.804590186787062,0.4586743783276041,1.0,0.5982555757173875,0.6666666666666666,1.0,0.3333333333333333,0.5,0.8858821170928911,0.6666666666666666,0.75,0.5,0.5818294817090663,0.6666666666666666,0.4947215872239359,0.0,0.632794194363273,0.6666666666666666,0.75,223500
3,0.6666666666666666,0.7368421052631579,0.8,0.6666666666666665,0.5,0.9190662820075748,0.8574402884555585,0.3333333333333333,0.3333333333333333,0.0,0.6994873732739297,0.3735913698410802,1.0,0.580316344999189,0.6666666666666666,1.0,0.3333333333333333,0.75,0.8933880747344701,0.6666666666666666,0.0,0.0,0.497458069776278,0.3333333333333333,0.4014896220891306,0.0,0.6804233168562671,0.3333333333333333,0.25,140000
4,0.6666666666666666,0.9473684210526316,0.8,0.7777777777777777,0.5,0.446592092624096,0.4686790650623293,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8433223302866757,0.5535093691000381,1.0,0.6927643138308803,0.6666666666666666,1.0,0.3333333333333333,0.75,0.929819053863686,0.6666666666666666,0.75,0.5,0.7039317320651488,0.6666666666666666,0.6521222531746762,0.7970647683661266,0.6592430877556287,0.6666666666666666,0.75,250000
5,0.6666666666666666,0.3684210526315789,0.8,0.4444444444444445,0.5,0.575858603268738,0.6055472597462995,0.3333333333333333,0.6666666666666666,0.0,0.8577524467230311,0.3959326103108025,1.0,0.4748550866793208,0.3333333333333333,1.0,0.0,0.5,0.8532821960470333,0.6666666666666666,0.75,0.0,0.6986682176702983,0.3333333333333333,0.6609375458933977,0.5624418981377518,0.2176080189752968,0.3333333333333333,0.75,143000
6,0.6666666666666666,0.8421052631578947,0.8,0.7777777777777777,0.5,0.2817682389462823,0.2018490865820998,0.6666666666666666,1.0,0.6666666666666666,0.9390687964480826,0.7212806222241364,1.0,0.5741760196337782,0.6666666666666666,1.0,0.3333333333333333,0.5,0.8920927782475015,0.6666666666666666,0.75,0.5,0.5254788027935886,1.0,0.567705580758592,0.8398490917537562,0.5643678773614803,0.6666666666666666,0.75,307000
7,0.6666666666666666,0.4736842105263157,1.0,0.6666666666666665,0.625,0.7339292503530264,0.8574402884555585,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8785277074541055,0.5388783963850994,1.0,0.6698239911146389,0.3333333333333333,1.0,0.6666666666666666,0.5,0.8544264174658333,0.6666666666666666,0.75,0.5,0.5404775122378194,1.0,0.5055959926321085,0.8275288257032003,0.4809020636635733,0.6666666666666666,0.75,200000
8,0.3333333333333333,0.1578947368421052,0.0,0.6666666666666665,0.5,0.8855133571389356,0.9904513846818754,0.3333333333333333,0.3333333333333333,0.0,0.0,0.4734935856139137,1.0,0.5951860478645994,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.849791552787521,0.6666666666666666,0.0,0.0,0.2682924418671861,0.3333333333333333,0.2804319463942155,0.6831956772363548,0.8040854397724887,0.6666666666666666,0.25,129900
9,0.6666666666666666,0.1052631578947368,0.0,0.4444444444444445,0.625,0.86351864084397,0.9904513846818754,0.3333333333333333,0.3333333333333333,0.0,0.8773125703754007,0.4908958427078369,1.0,0.3679593986755369,0.3333333333333333,1.0,0.6666666666666666,0.25,0.7361203987619984,0.6666666666666666,0.75,0.5,0.3674907882702447,0.3333333333333333,0.2656812952513836,0.0,0.3867378355640202,0.3333333333333333,0.75,118000
