SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,GarageYrBlt_nan_present,LotFrontage_nan_present,MasVnrArea_nan_present
208500,0.2352941176470588,0.6666666666666666,0.4611121176176809,0.43443470391004446,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.5,0.631578947368421,0.8,1.0,0.6666666666666666,1.0,0.6666666666666665,0.5,0.36418016578518914,0.3648129401469896,0.0,0.0,0.9,0.9,0.6666666666666666,0.7160380828977281,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.8530568159330182,0.6000000000000001,0.0,0.40170319676996835,0.4274252249258139,1.0,1.0,1.0,1.0,0.30353372955052693,0.8959304106428918,0.0,0.5784563009673884,0.5,0.0,0.6666666666666666,0.5,0.375,0.0,0.6666666666666666,0.4545454545454546,1.0,0.0,0.2,0.75,0.38268031849431083,0.5,0.5,0.8715517765588158,0.6666666666666666,1.0,1.0,0.0,0.654448814435194,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.6666666666666666,0.75,0.0,0.0,0.0
181500,0.0,0.6666666666666666,0.615779262918851,0.5001473875091405,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.5,0.42105263157894735,0.2,1.0,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.875,0.704420597365706,0.8163572587705199,0.0,0.0,0.30000000000000004,0.2,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6000000000000001,0.895378036614661,0.6000000000000001,0.0,0.540438525101732,0.5956880752076295,1.0,1.0,1.0,1.0,0.5072152094166169,0.0,0.0,0.4401346453349171,0.0,0.5,0.6666666666666666,0.0,0.375,0.0,0.3333333333333333,0.2727272727272727,1.0,0.3333333333333333,0.6000000000000001,0.75,0.7402047774146631,0.5,0.5,0.8474144800183072,0.6666666666666666,1.0,1.0,0.8633650420820813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.6666666666666666,0.75,0.0,0.0,0.0
223500,0.2352941176470588,0.6666666666666666,0.4947215872239359,0.5818294817090663,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.5,0.5,0.631578947368421,0.8,1.0,0.6666666666666666,1.0,0.6666666666666665,0.5,0.4226523584194235,0.40369817316419965,0.0,0.0,0.9,0.9,0.6666666666666666,0.6903612496913564,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.804590186787062,0.6000000000000001,0.0,0.632794194363273,0.45867437832760416,1.0,1.0,1.0,1.0,0.34136670576267925,0.8977800402453016,0.0,0.5982555757173875,0.5,0.0,0.6666666666666666,0.5,0.375,0.0,0.6666666666666666,0.2727272727272727,1.0,0.3333333333333333,0.6000000000000001,0.75,0.4441228664487978,0.5,0.5,0.8858821170928911,0.6666666666666666,1.0,1.0,0.0,0.5964218091585775,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273,0.6666666666666666,0.75,0.0,0.0,0.0
140000,0.2941176470588235,0.6666666666666666,0.40148962208913064,0.49745806977627804,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.5,0.7368421052631579,0.8,1.0,0.6666666666666666,1.0,0.6666666666666665,0.5,0.9190662820075748,0.8574402884555585,0.0,0.0,0.2,0.30000000000000004,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.6000000000000001,0.6994873732739297,0.6000000000000001,0.0,0.6804233168562671,0.3735913698410802,1.0,0.75,1.0,1.0,0.3642442419945504,0.8797746811067442,0.0,0.580316344999189,0.5,0.0,0.3333333333333333,0.0,0.375,0.0,0.6666666666666666,0.36363636363636365,1.0,0.3333333333333333,0.8,0.25,0.4692787260227565,0.0,0.75,0.8933880747344701,0.6666666666666666,1.0,1.0,0.0,0.568246512465584,0.9414353766603729,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.6666666666666666,0.0,0.0,0.0,0.0
250000,0.2352941176470588,0.6666666666666666,0.6521222531746762,0.7039317320651488,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.25,0.5,0.9473684210526315,0.8,1.0,0.6666666666666666,1.0,0.7777777777777777,0.5,0.446592092624096,0.46867906506232937,0.0,0.0,0.9,0.9,0.6666666666666666,0.7943184376738682,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.8433223302866757,0.6000000000000001,0.0,0.6592430877556287,0.5535093691000381,1.0,1.0,1.0,1.0,0.45616499569543034,0.9236992256514207,0.0,0.6927643138308803,0.5,0.0,0.6666666666666666,0.5,0.5,0.0,0.6666666666666666,0.5454545454545455,1.0,0.3333333333333333,0.6000000000000001,0.75,0.4692787260227565,0.5,0.75,0.9298190538636859,0.6666666666666666,1.0,1.0,0.7970647683661266,0.7044810215762689,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9999999999999999,0.6666666666666666,0.75,0.0,0.0,0.0
143000,0.17647058823529413,0.6666666666666666,0.6609375458933977,0.6986682176702983,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.5,0.5,0.3684210526315789,0.8,1.0,0.6666666666666666,0.16666666666666666,0.4444444444444445,0.5,0.575858603268738,0.6055472597462995,0.0,0.0,0.9,0.9,0.3333333333333333,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,0.8577524467230311,0.6000000000000001,0.0,0.2176080189752968,0.3959326103108025,1.0,1.0,1.0,1.0,0.2654027751229715,0.8414213207651458,0.0,0.47485508667932086,0.5,0.0,0.3333333333333333,0.5,0.125,0.0,0.3333333333333333,0.18181818181818188,1.0,0.0,0.2,0.75,0.6051119045196828,0.0,0.5,0.8532821960470333,0.6666666666666666,1.0,1.0,0.5624418981377518,0.5445349351609194,0.0,0.9260311691014055,0.0,0.0,0.0,0.5,0.0,0.6791106756111422,0.8181818181818182,0.6666666666666666,0.75,0.0,0.0,0.0
307000,0.0,0.6666666666666666,0.567705580758592,0.5254788027935886,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.5,0.8421052631578947,0.8,1.0,0.6666666666666666,0.6666666666666666,0.7777777777777777,0.5,0.28176823894628233,0.20184908658209985,0.0,0.0,0.9,0.9,1.0,0.7089775783333425,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.9390687964480826,0.6000000000000001,0.0,0.5643678773614803,0.7212806222241364,1.0,1.0,1.0,1.0,0.6616857207842313,0.0,0.0,0.5741760196337782,0.5,0.0,0.6666666666666666,0.0,0.375,0.0,0.6666666666666666,0.36363636363636365,1.0,0.3333333333333333,0.8,0.75,0.2960819109658652,0.5,0.5,0.8920927782475015,0.6666666666666666,1.0,1.0,0.8398490917537562,0.6438734158894466,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.6666666666666666,0.75,0.0,0.0,0.0
200000,0.2352941176470588,0.6666666666666666,0.5055959926321085,0.5404775122378194,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.5,0.47368421052631576,1.0,1.0,0.6666666666666666,1.0,0.6666666666666665,0.625,0.7339292503530264,0.8574402884555585,0.0,0.0,0.5,0.6000000000000001,1.0,0.7433602190991252,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8785277074541055,0.0,0.4974967771295977,0.48090206366357335,0.5388783963850994,1.0,1.0,1.0,1.0,0.43845567787556927,0.9145792354555782,0.0,0.6698239911146389,0.5,0.0,0.6666666666666666,0.5,0.375,0.0,0.3333333333333333,0.36363636363636365,1.0,0.6666666666666666,0.6000000000000001,0.75,0.7712124537914888,0.5,0.5,0.8544264174658333,0.6666666666666666,1.0,1.0,0.8275288257032003,0.8440814485462356,0.9119393604001836,0.0,0.0,0.0,0.0,1.0,0.0,0.6074197178313702,0.9090909090909091,0.6666666666666666,0.75,0.0,1.0,0.0
129900,0.17647058823529413,0.3333333333333333,0.28043194639421554,0.26829244186718615,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.5,0.15789473684210525,0.0,1.0,0.6666666666666666,0.16666666666666666,0.6666666666666665,0.5,0.8855133571389356,0.9904513846818754,0.0,0.0,0.8,0.30000000000000004,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.8,0.0,0.6000000000000001,0.0,0.8040854397724887,0.47349358561391375,1.0,0.75,1.0,0.3333333333333333,0.39653584177851453,0.8790715866106991,0.0,0.5951860478645994,0.0,0.0,0.6666666666666666,0.0,0.25,0.5,0.3333333333333333,0.4545454545454546,0.6666666666666666,0.6666666666666666,0.6000000000000001,0.25,0.930496950074912,0.0,0.5,0.849791552787521,0.0,1.0,1.0,0.6831956772363548,0.0,0.8941752968737153,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.6666666666666666,0.0,0.0,0.0,0.0
118000,1.0,0.6666666666666666,0.2656812952513836,0.36749078827024473,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,0.10526315789473684,0.0,0.0,0.0,0.0,0.4444444444444445,0.625,0.86351864084397,0.9904513846818754,0.0,0.0,0.30000000000000004,0.2,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.8773125703754007,0.6000000000000001,0.0,0.3867378355640202,0.4908958427078369,1.0,1.0,1.0,1.0,0.42403979199139563,0.0,0.0,0.36795939867553695,0.5,0.0,0.3333333333333333,0.0,0.25,0.5,0.3333333333333333,0.18181818181818188,1.0,0.6666666666666666,0.6000000000000001,0.75,0.9073849142538447,0.5,0.25,0.7361203987619984,1.0,1.0,1.0,0.0,0.25521212430499585,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
